product_id,product_name,category_id,product_category
656,Endpoint Protection Software,31,Security
657,Endpoint Protection Suites,31,Security
658,Endpoint Security Services Providers,32,Security and Privacy Services
659,Energy Consulting Providers,5,Business Services
660,Energy Management Software,41,Vertical Industry
661,Engineering Document Management Software,6,CAD & PLM
662,Enterprise App Store Software,13,Development
663,Enterprise Architecture Software,23,IT Management
664,Enterprise Asset Management (EAM) Software,16,ERP
665,Enterprise Content Delivery Network (eCDN) Software,19,Hosting
666,Enterprise Content Management (ECM) Systems,9,Content Management
667,Enterprise Feedback Management Software,10,Customer Service
668,Enterprise Information Archiving Software,23,IT Management
669,Enterprise IT Management Software,23,IT Management
670,Enterprise Legal Management (ELM) Software,41,Vertical Industry
671,Enterprise Mobility Management Software,23,IT Management
672,Enterprise Monitoring Software,22,IT Infrastructure
673,Enterprise Payment Software,16,ERP
674,Enterprise Performance Management (EPM) Consultants Providers,5,Business Services
675,Enterprise Search Software,1,Analytics
676,Enterprise Service Bus (ESB) Software,22,IT Infrastructure
677,Enterprise Social Networking Software,24,Marketing
678,Environmental Health and Safety Software,16,ERP
679,"Environmental, Quality and Safety Management Software",16,ERP
680,Epicor Channel Partners,40,Value-Added Resellers (VARs)
681,Episerver Consulting Providers,28,Professional Services
682,Equipment Rental Software,41,Vertical Industry
683,Equity Management Software,16,ERP
684,ERP Software,16,ERP
685,ERP Systems,16,ERP
686,eSports Management Software,41,Vertical Industry
687,Ethics And Compliance LMS,17,"Governance, Risk & Compliance"
688,ETL Tools,22,IT Infrastructure
689,ETO ERP Software,16,ERP
690,Event Management Platforms,24,Marketing
691,Event Management Services Providers,25,Marketing Services
692,Event Management Software,24,Marketing
693,Event Marketing Software,24,Marketing
694,Event Networking and Matchmaking,24,Marketing
695,Event Planning Software,24,Marketing
696,Event Registration and Ticketing Software,24,Marketing
697,Event Stream Processing Software,22,IT Infrastructure
698,Evidence Management Software,41,Vertical Industry
699,Exit Interview Management Software,20,HR
700,Expense Management Software,16,ERP
701,Experience Management Software,10,Customer Service
702,Experiential Marketing Agencies,25,Marketing Services
703,Expert Networks,5,Business Services
704,Exploration Software,41,Vertical Industry
705,Extended Detection and Response (XDR) Platforms,31,Security
706,Fabric Interconnects,38,Switches
707,Facility Management Software,16,ERP
708,Farm Management Software,41,Vertical Industry
709,Feature Management Software,13,Development
710,Feedback & Reviews Management Software,10,Customer Service
711,Feedback Analytics Software,10,Customer Service
712,Field Sales Software,30,Sales
713,Field Service Management Software,10,Customer Service
714,Field Service Management Software - FSM,7,Collaboration & Productivity
715,File Analysis Software,23,IT Management
716,File Converter Software,26,Office
717,File Migration Software,9,Content Management
718,File Reader Software,26,Office
719,File Recovery Software,23,IT Management
720,File Transfer Protocol (FTP) Software,22,IT Infrastructure
721,Finance and Accounting Business Process Outsourcing Service Providers,5,Business Services
722,Financial Aid Management Software,41,Vertical Industry
723,Financial Analysis Software,16,ERP
724,Financial Analytics Software,41,Vertical Industry
725,Financial Audit Software,16,ERP
726,Financial Close Software,16,ERP
727,Financial Consulting Providers,5,Business Services
728,Financial Data APIs,41,Vertical Industry
729,Financial Predictive Analytics Software,41,Vertical Industry
730,Financial Research Software,41,Vertical Industry
731,Financial Risk Management Software,41,Vertical Industry
732,Financial Services CRM Software,41,Vertical Industry
733,Financial Services Software,41,Vertical Industry
734,Financial Wellness Software,20,HR
735,FinancialForce Consulting Providers,28,Professional Services
736,Fire Department Software,41,Vertical Industry
737,Firewall Hardware,33,Security Hardware
738,Firewall Software,31,Security
739,Fitness Software,41,Vertical Industry
740,Fixed Income Pricing Data Software,41,Vertical Industry
741,Fleet Maintenance Software,37,Supply Chain & Logistics
742,Fleet Management Consulting Providers,27,Other Services
743,Fleet Management Software,37,Supply Chain & Logistics
744,Fleet Tracking Software,37,Supply Chain & Logistics
745,Flight Operation Manual Authoring Software,41,Vertical Industry
746,Flipbook Software,12,Design
747,Florist Software,41,Vertical Industry
748,Font Management Software,12,Design
749,Food Safety Management Software,41,Vertical Industry
750,Food Software,41,Vertical Industry
751,Food Traceability Software,41,Vertical Industry
752,Foodservice Distribution Software,41,Vertical Industry
753,Foodservice Management Software,41,Vertical Industry
754,Foreign Exchange Software,16,ERP
755,Forestry Software,41,Vertical Industry
756,Fraud Detection Software,31,Security
757,Freelance Platforms,20,HR
758,Freelancer Management Systems,20,HR
759,Freight Forwarding Services Providers,27,Other Services
760,Freight Management Software,37,Supply Chain & Logistics
761,Fundraising Software,41,Vertical Industry
762,Funeral Home Software,41,Vertical Industry
763,G Suite Consulting Providers,28,Professional Services
764,Gallery Management Software,41,Vertical Industry
765,Game Development Software,13,Development
766,Game Engine Software,13,Development
767,Game Localization Services,39,Translation Services
768,Gamification Software,24,Marketing
769,Gaming Tools,13,Development
770,General-Purpose CAD Software,6,CAD & PLM
771,Genesys AppFoundry Marketplace,26,Office
772,Genesys VARs Providers,40,Value-Added Resellers (VARs)
773,Geofencing Software,13,Development
774,Geology and Seismic Software,41,Vertical Industry
775,GIS Software,6,CAD & PLM
776,Global Trade Management Software,37,Supply Chain & Logistics
777,Golf Software,41,Vertical Industry
778,Google Chrome Enterprise Consulting Providers,28,Professional Services
779,Google Cloud Platform Consulting Providers,28,Professional Services
780,Google Consulting Providers,28,Professional Services
781,Google for Education Consulting Providers,28,Professional Services
782,Google Maps Platform Consulting Providers,28,Professional Services
783,Google Workspace Academic Software,7,Collaboration & Productivity
784,Google Workspace Administration Software,7,Collaboration & Productivity
785,Google Workspace Business Tools,7,Collaboration & Productivity
786,Google Workspace Communication Tools,7,Collaboration & Productivity
787,Google Workspace Creative Tools,7,Collaboration & Productivity
788,Google Workspace Development Tools,7,Collaboration & Productivity
789,Google Workspace Education Software,7,Collaboration & Productivity
790,Google Workspace ERP Software,7,Collaboration & Productivity
791,Google Workspace for Finance Software,7,Collaboration & Productivity
792,Google Workspace for HR Software,7,Collaboration & Productivity
793,Google Workspace for Marketing Software,7,Collaboration & Productivity
794,Google Workspace for Sales Software,7,Collaboration & Productivity
795,Google Workspace Marketplace,7,Collaboration & Productivity
796,Google Workspace Office Tools,7,Collaboration & Productivity
797,Google Workspace Productivity Tools,7,Collaboration & Productivity
798,Google Workspace Project Management Software,7,Collaboration & Productivity
799,Google Workspace Teacher Resources,7,Collaboration & Productivity
800,Google Workspace Utilities Software,7,Collaboration & Productivity
801,Government Procurement Software,41,Vertical Industry
802,Grant Management Software,41,Vertical Industry
803,Graph Databases,22,IT Infrastructure
804,Graphic Design Services Providers,28,Professional Services
805,Graphic Design Software,12,Design
806,GRC Platforms,17,"Governance, Risk & Compliance"
807,GRC Tools,17,"Governance, Risk & Compliance"
808,Grocery Delivery Software,4,B2B Marketplaces
809,Guest Messaging Software,41,Vertical Industry
810,Guest Wi-Fi Providers,22,IT Infrastructure
811,Gym Management Software,41,Vertical Industry
812,Handwritten Notes Software,26,Office
813,Harassment Prevention Training Software,20,HR
814,Harbor Operations Software,41,Vertical Industry
815,Hard Drive Cloning Software,23,IT Management
816,Hard Drive Partitioning Software,23,IT Management
817,Hardware Monitoring Software,22,IT Infrastructure
818,Hashtag Monitoring Software,24,Marketing
819,Hatchbuck Agency Partners,28,Professional Services
820,Headless CMS Software,9,Content Management
821,Health & Safety Providers,5,Business Services
822,Health Care Credentialing Software,41,Vertical Industry
823,Health Care Operations Software,41,Vertical Industry
824,Health Care Software,41,Vertical Industry
825,Health Insurance Platforms,41,Vertical Industry
826,Health Services Providers,27,Other Services
827,Healthcare Analytics Software,41,Vertical Industry
828,Healthcare Claims Management Software,41,Vertical Industry
829,Healthcare Commercial Intelligence Software,41,Vertical Industry
830,Healthcare Compliance Software,41,Vertical Industry
831,Healthcare HR Software,41,Vertical Industry
832,Healthcare Integration Engines,41,Vertical Industry
833,Healthcare Learning Management Systems (LMS),41,Vertical Industry
834,Healthcare Payer Care Management Workflow Applications Software,41,Vertical Industry
835,Healthcare Risk Management Software,41,Vertical Industry
836,Healthcare Service Providers,27,Other Services
837,Healthcare Staffing Services,35,Staffing Services
838,Healthcare Supply Chain Software,41,Vertical Industry
839,Heatmap Tools,24,Marketing
840,Heavy-Duty Repair Software,41,Vertical Industry
841,Help Authoring Tools (HAT),13,Development
842,Help Desk Software,10,Customer Service
843,HIPAA Compliant Messaging Software,41,Vertical Industry
844,Home Furnishing Software,41,Vertical Industry
845,Home Health Care Software,41,Vertical Industry
846,Home Inspection Software,41,Vertical Industry
847,Hospice Software,41,Vertical Industry
848,Hospitality Software,41,Vertical Industry
849,Host Analytics Channel Partners,40,Value-Added Resellers (VARs)
850,Hotel Management Software,41,Vertical Industry
851,Hotel Reservations Software,41,Vertical Industry
852,Hotel Revenue Management Systems (RMS),41,Vertical Industry
853,Hotel Software,41,Vertical Industry
854,HR Analytics Consulting Providers,5,Business Services
855,HR Analytics Software,20,HR
856,HR Case Management Software,20,HR
857,HR Compliance Software,20,HR
858,HR Consulting Providers,5,Business Services
859,HR Service Delivery Software,20,HR
860,HR Services Providers,5,Business Services
861,HRMS & HCM Software,20,HR
862,HubSpot Consulting Providers,28,Professional Services
863,HubSpot Implementers and Consultants,15,Ecosystem Service Providers
864,Human Services Software,41,Vertical Industry
865,HVAC Software,41,Vertical Industry
866,Hybrid Cloud Storage Software,22,IT Infrastructure
867,Hyperconverged Infrastructure (HCI) Solutions,22,IT Infrastructure
868,IBM Channel Partners,40,Value-Added Resellers (VARs)
869,IBM Security VARs,40,Value-Added Resellers (VARs)
870,IBM Server VARs,40,Value-Added Resellers (VARs)
871,IBM Storage VARs,40,Value-Added Resellers (VARs)
872,Idea Management Software,7,Collaboration & Productivity
873,Identity and Access Management (IAM) Software,31,Security
874,Identity Management Software,31,Security
875,Identity Resolution Software,14,Digital Advertising
876,Identity Threat Detection and Response (ITDR) Software,31,Security
877,Identity Verification Software,11,Data Privacy
878,Image Optimization Software,9,Content Management
879,Image Recognition Software,3,Artificial Intelligence
880,Implementation Services Providers,28,Professional Services
881,Inbound Call Tracking Software,24,Marketing
882,Inbound Marketing Services,25,Marketing Services
883,Incident Management Software,23,IT Management
884,Incident Response Services Providers,32,Security and Privacy Services
885,Incident Response Software,31,Security
886,Indoor Access Points,42,Wireless
887,Industrial AR Platforms,2,AR/VR
888,Industrial IoT Software,16,ERP
889,Industrial Routers,29,Routers
890,Industry-Specific Help Desk Software,10,Customer Service
891,Influencer Marketing Platforms,24,Marketing
892,Infor Channel Partners,40,Value-Added Resellers (VARs)
893,Infor CloudSuite Consulting Providers,28,Professional Services
894,Infor Consulting Providers,28,Professional Services
895,Infor CRM Consulting Providers,28,Professional Services
896,Infor CRM Resellers,40,Value-Added Resellers (VARs)
897,Infor Distribution FACTS Resellers,40,Value-Added Resellers (VARs)
898,Infor Distribution SX.e Resellers,40,Value-Added Resellers (VARs)
899,Infor EAM Consulting Providers,28,Professional Services
900,Infor EAM Resellers,40,Value-Added Resellers (VARs)
901,Infor ERP Consulting Providers,28,Professional Services
902,Infor ERP Resellers,40,Value-Added Resellers (VARs)
903,Infor Lawson Consulting Providers,28,Professional Services
904,Infor LN Consulting Providers,28,Professional Services
905,Infor LN Resellers,40,Value-Added Resellers (VARs)
906,Infor M3 Consulting Providers,28,Professional Services
907,Infor M3 Resellers,40,Value-Added Resellers (VARs)
908,Infor SunSystems Consulting Providers,28,Professional Services
909,Infor SunSystems Resellers,40,Value-Added Resellers (VARs)
910,Infor SyteLine Consulting Providers,28,Professional Services
911,Infor SyteLine Resellers,40,Value-Added Resellers (VARs)
912,Infor VISUAL Resellers,40,Value-Added Resellers (VARs)
913,Infor XA Resellers,40,Value-Added Resellers (VARs)
914,Infor Xi Consulting Providers,28,Professional Services
915,Infor Xi Resellers,40,Value-Added Resellers (VARs)
916,Information Stewardship Applications Software,23,IT Management
917,Infrastructure as a Service (IaaS) Providers,22,IT Infrastructure
918,Insider Threat Management (ITM) Software,31,Security
919,Insight Engines Software,1,Analytics
920,Inspection Management Software,16,ERP
921,Installment Payment and Buy Now Pay Later (BNPL) Software,8,Commerce
922,Insurance Agency Management Software,41,Vertical Industry
923,Insurance Analytics Software,41,Vertical Industry
924,Insurance Billing Software,41,Vertical Industry
925,Insurance Claims Management Software,41,Vertical Industry
926,Insurance Compliance Software,41,Vertical Industry
927,Insurance Policy Administration Systems,41,Vertical Industry
928,Insurance Software,41,Vertical Industry
929,Insurance Suites Software,41,Vertical Industry
930,Integrated Development Environments (IDE),13,Development
931,Integrated Revenue and Customer Management (IRCM) for CSPs Software,41,Vertical Industry
932,Integrated Workplace Management Systems (IWMS),41,Vertical Industry
933,Integration Brokerage Software,22,IT Infrastructure
934,Intellectual Property (IP) Law Firms,5,Business Services
935,Intellectual Property Management Software,41,Vertical Industry
936,Intelligent Email Protection Software,31,Security
937,Intelligent Virtual Assistants Software,3,Artificial Intelligence
938,Interactive Application Security Testing (IAST) Software,31,Security
939,Interactive Patient Care Systems (IPC),41,Vertical Industry
940,Interior Design Services Providers,28,Professional Services
941,Internal Communications Software,7,Collaboration & Productivity
942,International PEO Services,5,Business Services
943,Internet of Things (IoT) Developers,28,Professional Services
944,Internet Service Providers (ISPs),5,Business Services
945,Interpretation Services,39,Translation Services
946,Interview Scheduling Software,20,HR
947,Intrusion Detection and Prevention Systems (IDPS),31,Security
948,Inventory Control Software,37,Supply Chain & Logistics
949,Inventory Management Software,37,Supply Chain & Logistics
950,Inventory Management Software,37,Supply Chain & Logistics
951,Investigation Management Software,17,"Governance, Risk & Compliance"
952,Investment Accounting Software,41,Vertical Industry
953,Investment Firms,5,Business Services
954,Investment Portfolio Management Software,41,Vertical Industry
955,Investor Relations (IR) Website Builder Software,41,Vertical Industry
956,Investor Relations Software,41,Vertical Industry
957,Investor Relationship Management Software,41,Vertical Industry
958,Investor Reporting Software,41,Vertical Industry
959,Invoice Management Software,16,ERP
960,iOS Developers,28,Professional Services
961,IoT Analytics Software,21,IoT Management
962,IoT Connectivity Management Software,21,IoT Management
963,IoT Consulting Services Providers,28,Professional Services
964,IoT Development Tools,21,IoT Management
965,IoT Device Management Software,21,IoT Management
966,IoT Edge Platforms,21,IoT Management
967,IoT Implementation Services Providers,28,Professional Services
968,IoT Operating Systems,21,IoT Management
969,IoT Platforms,21,IoT Management
970,IoT Security Services Providers,32,Security and Privacy Services
971,IoT Security Software,31,Security
972,IoT Testing Services Providers,27,Other Services
973,IP Address Intelligence Software,13,Development
974,iPaaS Software,22,IT Infrastructure
975,IT Alerting Software,23,IT Management
976,IT Asset Management Software,23,IT Management
977,IT Compliance Services Providers,32,Security and Privacy Services
978,IT Infrastructure Consulting Providers,28,Professional Services
979,IT Infrastructure Utility Services,28,Professional Services
980,IT Outsourcing Services,27,Other Services
981,IT Resilience Orchestration Automation (ITRO) Software,23,IT Management
982,IT Risk Management Software,31,Security
983,IT Service Management Tools,23,IT Management
984,IT Strategy Consulting Providers,28,Professional Services
985,"ITSM Tool Implementation, Consulting, and Managed Services Providers",27,Other Services
986,Jail Management Software,41,Vertical Industry
987,Java Development Kit (JDK) Distributions,13,Development
988,Java Development Providers,28,Professional Services
989,Java development Tools Software,13,Development
990,Java Integrated Development Environments (IDE),13,Development
991,Java Web Frameworks,13,Development
992,JavaScript Developers,28,Professional Services
993,JavaScript Web Frameworks,13,Development
994,Jewelry Store Management Software,41,Vertical Industry
995,Job Board Software,20,HR
996,Job Description Management Software,20,HR
997,Job Search Sites,20,HR
998,Job Shop Management Software,16,ERP
999,Jobsite Management Software,41,Vertical Industry
1000,K-12 Student Information Systems,41,Vertical Industry
1001,Kanban Project Management Software,16,ERP
1002,Kennel Software,41,Vertical Industry
1003,Key Value Databases,22,IT Infrastructure
1004,Klaviyo Consulting Providers,28,Professional Services
1005,Knowledge Base Software,9,Content Management
1006,Knowledge Management Software,9,Content Management
1007,Lab Inventory Management Software,41,Vertical Industry
1008,Label Printing Software,37,Supply Chain & Logistics
1009,Laboratory Services Providers,27,Other Services
1010,Laboratory Software,41,Vertical Industry
1011,LAN Switches,38,Switches
1012,Landing Page Builders,24,Marketing
1013,Landscape Design Software,41,Vertical Industry
1014,Language Learning Software,41,Vertical Industry
1015,Last Mile Delivery Software,37,Supply Chain & Logistics
1016,Law Enforcement Software,41,Vertical Industry
1017,Lead Capture Software,24,Marketing
1018,Lead Generation Services,25,Marketing Services
1019,Lead Generation Software,24,Marketing
1020,Lead Intelligence Software,24,Marketing
1021,Lead Management Software,30,Sales
1022,Lead Mining Software,24,Marketing
1023,Lead Retrieval Software,24,Marketing
1024,Lead Scoring Software,24,Marketing
1025,Lead-to-Account Matching and Routing Software,30,Sales
1026,Leadership Training Providers,5,Business Services
1027,Learning Experience Platforms (LXP),20,HR
1028,Learning Management Systems,41,Vertical Industry
1029,Lease Accounting Software,41,Vertical Industry
1030,Lease Administration Software,41,Vertical Industry
1031,Legal Billing Software,41,Vertical Industry
1032,Legal Case Management Software,41,Vertical Industry
1033,Legal Document Drafting Software,41,Vertical Industry
1034,Legal Hold Software,41,Vertical Industry
1035,Legal Practice Management Software,41,Vertical Industry
1036,Legal Research Software,41,Vertical Industry
1037,Legal Services Providers,5,Business Services
1038,Legal Software,41,Vertical Industry
1039,Legal Transaction Management Software,41,Vertical Industry
1040,Library Management Software,41,Vertical Industry
1041,Life & Health Insurance Agency Management Software,41,Vertical Industry
1042,Life Insurance Policy Administration Systems,41,Vertical Industry
1043,Life Sciences Software,41,Vertical Industry
1044,LIMS Systems,41,Vertical Industry
1045,Listrak Consulting Providers,28,Professional Services
1046,Live Blog Software,9,Content Management
1047,Live Chat Software,10,Customer Service
1048,Live Chat Software,10,Customer Service
1049,Live Stream Broadcasting Software,12,Design
1050,Live Stream Software,12,Design
1051,Livestock Management Software,41,Vertical Industry
1052,Load Balancing Software,22,IT Infrastructure
1053,Load Testing Software,13,Development
1054,Loan Origination Software,41,Vertical Industry
1055,Loan Pricing Software,41,Vertical Industry
1056,Loan Servicing Software,41,Vertical Industry
1057,Loan Software,41,Vertical Industry
1058,Local Listing Management Software,24,Marketing
1059,Local Marketing Software,24,Marketing
1060,Local SEO Software,24,Marketing
1061,Localization Services Providers,39,Translation Services
1062,Localization Software,9,Content Management
1063,Location Intelligence Software,1,Analytics
1064,Location-Based Marketing Software,24,Marketing
1065,Log Analysis Software,31,Security
1066,Log Monitoring Software,22,IT Infrastructure
1067,Lost and Found Software,26,Office
1068,Low-Code Development Platforms,13,Development
1069,Loyalty Management Software,24,Marketing
1070,M&A Platforms,41,Vertical Industry
1071,Machine Learning Data Catalog Software,22,IT Infrastructure
1072,Machine Learning Software,3,Artificial Intelligence
1073,Machine Translation Software,9,Content Management
1074,Maintenance Management Software - CMMS,7,Collaboration & Productivity
1075,Malware Analysis Tools,31,Security
1076,Managed Detection and Response (MDR) Software,31,Security
1077,Managed DNS Providers Software,19,Hosting
1078,Managed File Transfer (MFT) Software,22,IT Infrastructure
1079,Managed Hosting Providers,19,Hosting
1080,Managed IoT Services Providers,28,Professional Services
1081,Managed IT Services Providers,28,Professional Services
1082,Managed Live Chat Providers,27,Other Services
1083,Managed Print Services,5,Business Services
1084,Managed Security Services Providers,32,Security and Privacy Services
1085,Managed Services,28,Professional Services
1086,Managed SIEM Services Providers,32,Security and Privacy Services
1087,Managed Workplace Services (MWS) Software,22,IT Infrastructure
1088,Management Consulting Providers,5,Business Services
1089,Manufacturing Execution System (MES) Software,16,ERP
1090,Manufacturing Intelligence Software,16,ERP
1091,Marina Management Software,41,Vertical Industry
1092,Marine Software,41,Vertical Industry
1093,Market Intelligence Software,24,Marketing
1094,Market Research Services Providers,25,Marketing Services
1095,Marketing Account Intelligence Software,24,Marketing
1096,Marketing Analytics Service Providers,25,Marketing Services
1097,Marketing Analytics Software,24,Marketing
1098,Marketing Automation Consulting Providers,25,Marketing Services
1099,Marketing Automation Software,24,Marketing
1100,Marketing Automation Software,24,Marketing
1101,Marketing Calendar Software,24,Marketing
1102,Marketing Localization Providers,39,Translation Services
1103,Marketing Platforms Software,24,Marketing
1104,Marketing Resource Management Software,24,Marketing
1105,Marketing Strategy Agencies,25,Marketing Services
1106,Marketo Consulting Providers,28,Professional Services
1107,Marketo LaunchPoint Apps,26,Office
1108,Marketplace Apps,26,Office
1109,Marketplace Software,8,Commerce
1110,Martial Arts Software,41,Vertical Industry
1111,Masonry Software,41,Vertical Industry
1112,Master Data Management (MDM) Software,22,IT Infrastructure
1113,Media and Influencer Targeting Software,24,Marketing
1114,Media Monitoring Software,24,Marketing
1115,Medical 3D Visualization Software,41,Vertical Industry
1116,Medical Billing Software,41,Vertical Industry
1117,Medical IoT Software,41,Vertical Industry
1118,Medical Practice Management Software,41,Vertical Industry
1119,Medical Quality Management Systems (QMS),41,Vertical Industry
1120,Medical Simulation Software,41,Vertical Industry
1121,Medical Spa Software,41,Vertical Industry
1122,Medical Staff Scheduling Software,41,Vertical Industry
1123,Medical Transcription Services,27,Other Services
1124,Medical Transcription Software,41,Vertical Industry
1125,Medication Dispensing Software,41,Vertical Industry
1126,Meeting Management Software,7,Collaboration & Productivity
1127,Meeting Room Booking Systems,26,Office
1128,Mental Health Software,41,Vertical Industry
1129,Mentoring Software,20,HR
1130,MEP Software,6,CAD & PLM
1131,Merchant Marketing Software,4,B2B Marketplaces
1132,Message Queue (MQ) Software,23,IT Management
1133,Meter Data Management Software,41,Vertical Industry
1134,Microlearning Platforms,20,HR
1135,Microsegmentation Software,31,Security
1136,Microsoft Azure Consulting Providers,28,Professional Services
1137,Microsoft Azure Resellers,40,Value-Added Resellers (VARs)
1138,Microsoft Channel Partners,40,Value-Added Resellers (VARs)
1139,Microsoft Consulting Providers,28,Professional Services
1140,Microsoft Dynamics 365 Business Central Consultants Providers,28,Professional Services
1141,Microsoft Dynamics 365 Business Central Resellers,40,Value-Added Resellers (VARs)
1142,Microsoft Dynamics 365 Consulting Providers,28,Professional Services
1143,Microsoft Dynamics 365 Resellers,40,Value-Added Resellers (VARs)
1144,Microsoft Dynamics AX Consulting Providers,28,Professional Services
1145,Microsoft Dynamics AX Resellers,40,Value-Added Resellers (VARs)
1146,Microsoft Dynamics CRM Consulting Providers,28,Professional Services
1147,Microsoft Dynamics CRM Resellers,40,Value-Added Resellers (VARs)
1148,Microsoft Dynamics ERP Consulting Providers,28,Professional Services
1149,Microsoft Dynamics ERP Resellers,40,Value-Added Resellers (VARs)
1150,Microsoft Dynamics GP Consulting Providers,28,Professional Services
1151,Microsoft Dynamics GP Resellers,40,Value-Added Resellers (VARs)
1152,Microsoft Dynamics NAV Consulting Providers,28,Professional Services
1153,Microsoft Dynamics NAV Resellers,40,Value-Added Resellers (VARs)
1154,Microsoft Dynamics SL Consulting Providers,28,Professional Services
1155,Microsoft Dynamics SL Resellers,40,Value-Added Resellers (VARs)
1156,Microsoft Implementers and Consultants,15,Ecosystem Service Providers
1157,Microsoft Office 365 Consulting Providers,28,Professional Services
1158,Microsoft Office 365 Resellers,40,Value-Added Resellers (VARs)
1159,Mileage Tracking Software,16,ERP
1160,Mind Mapping Software,7,Collaboration & Productivity
1161,Mining Software,41,Vertical Industry
1162,Miva Consulting Providers,28,Professional Services
1163,Mixed Mode ERP Software,16,ERP
1164,Mobile Advertising Software,14,Digital Advertising
1165,Mobile Analytics Software,13,Development
1166,Mobile App Analytics Tools,13,Development
1167,Mobile App Debugging Tools,13,Development
1168,Mobile App Development Companies,28,Professional Services
1169,Mobile App Optimization Software,13,Development
1170,Mobile App Testing Software,13,Development
1171,Mobile Application Management Software,23,IT Management
1172,Mobile Attribution Software,24,Marketing
1173,Mobile Backend-as-a-Service (mBaaS) Software,13,Development
1174,Mobile Banking Software,41,Vertical Industry
1175,Mobile Crash Reporting Software,13,Development
1176,Mobile Data Security Software,31,Security
1177,Mobile Development Frameworks,13,Development
1178,Mobile Development Platforms,13,Development
1179,Mobile Development Software,13,Development
1180,Mobile Device Management (MDM) Software,23,IT Management
1181,Mobile E-Commerce Software,8,Commerce
1182,Mobile Event Apps,24,Marketing
1183,Mobile Forms Automation Software,9,Content Management
1184,Mobile Marketing Companies,25,Marketing Services
1185,Mobile Marketing Software,24,Marketing
1186,Mobile Marketing Software,24,Marketing
1187,Mobility Consulting Providers,28,Professional Services
1188,Monitoring Software,22,IT Infrastructure
1189,Mortgage CRM Software,41,Vertical Industry
1190,Mortgage Point of Sale (POS) Software,41,Vertical Industry
1191,MPM and MbM Technology for Process Manufacturing Software,41,Vertical Industry
1192,Multi-Country Payroll Software,20,HR
1193,Multi-Factor Authentication (MFA) Software,31,Security
1194,Multi-level Marketing (MLM) Software,24,Marketing
1195,Multicarrier Parcel Management Solutions Software,37,Supply Chain & Logistics
1196,Multichannel Retail Software,8,Commerce
1197,Multilingual Desktop Publishing Providers,39,Translation Services
1198,Multimedia Localization Providers,39,Translation Services
1199,Multiple Listing Service (MLS) Software,41,Vertical Industry
1200,Museum Management Software,41,Vertical Industry
1201,Museum Software,41,Vertical Industry
1202,Native Advertising Software,14,Digital Advertising
1203,Natural Language Generation (NLG) Software,3,Artificial Intelligence
1204,Natural Language Processing (NLP) Software,3,Artificial Intelligence
1205,Natural Language Understanding (NLU) Software,3,Artificial Intelligence
1206,Negotiation Training Providers,5,Business Services
1207,NetSuite Resellers,40,Value-Added Resellers (VARs)
1208,Network Access Control Software,31,Security
1209,Network Attached Storage (NAS) Hardware,36,Storage
1210,Network Automation Software,23,IT Management
1211,Network Detection and Response (NDR) Software,31,Security
1212,Network Management Software,22,IT Infrastructure
1213,Network Monitoring Software,22,IT Infrastructure
1214,Network Sandboxing Software,31,Security
1215,Network Security Policy Management (NSPM) Software,31,Security
1216,Network Security Services Providers,32,Security and Privacy Services
1217,Network Security Software,31,Security
1218,Network Traffic Analysis (NTA) Software,31,Security
1219,Neurodiversity Cognitive Assessment Software,41,Vertical Industry
1220,Nextopia Consulting Providers,28,Professional Services
1221,NFT Platforms,22,IT Infrastructure
1222,No-Code Development Platforms,13,Development
1223,Node.js Developers,28,Professional Services
1224,Noise Cancellation Software,26,Office
1225,Nonprofit Accounting Software,41,Vertical Industry
1226,Nonprofit Auction Software,41,Vertical Industry
1227,Nonprofit Consulting Providers,5,Business Services
1228,Nonprofit CRM Software,41,Vertical Industry
1229,Nonprofit Payment Gateway Software,41,Vertical Industry
1230,Nonprofit Software,41,Vertical Industry
1231,NoSQL Databases,22,IT Infrastructure
1232,Note-Taking Management Software,7,Collaboration & Productivity
1233,Nutritionist Software,41,Vertical Industry
1234,Object Storage Software,22,IT Infrastructure
1235,Object-Oriented Databases,22,IT Infrastructure
1236,Objectives and Key Results (OKR) Software,7,Collaboration & Productivity
1237,Observability Solution Suites Software,22,IT Infrastructure
1238,Occupational Health and Safety (OHS) Software,16,ERP
1239,OCR Software,9,Content Management
1240,Offboarding Software,20,HR
1241,Office 365 Management Software,23,IT Management
1242,Office Suites Software,26,Office
1243,Officer Field Training Software,41,Vertical Industry
1244,Oil and Gas Asset Management Software,41,Vertical Industry
1245,Oil and Gas Back Office Software,41,Vertical Industry
1246,Oil and Gas Engineering Software,41,Vertical Industry
1247,Oil and Gas Project Management Software,41,Vertical Industry
1248,Oil and Gas Simulation and Modeling Software,41,Vertical Industry
1249,Oil and Gas Software,41,Vertical Industry
1250,Oil and Gas Training Software,41,Vertical Industry
1251,Oil Production Software,41,Vertical Industry
1252,Okta Integration Network Software,26,Office
1253,Omnichannel Commerce Software,8,Commerce
1254,On-Demand Catering Software,4,B2B Marketplaces
1255,On-Demand Delivery Software,4,B2B Marketplaces
1256,On-Demand Staffing Services Providers,35,Staffing Services
1257,On-Demand Wellness Software,4,B2B Marketplaces
1258,On-Premise Data Integration Software,22,IT Infrastructure
1259,Onboarding Software,20,HR
1260,Online Appointment Scheduling Software,26,Office
1261,Online Backup Software,23,IT Management
1262,Online Community Management Software,24,Marketing
